id,IMD18,Employment,Incom,Crime,Housing,Health,Education,Access,,,,,,,,,
7600985,3,4,2,4,10,2,1,1,,,,,,,,,
7600986,4,3,1,10,8,2,1,1,,,,,,,,,
7600987,1,3,2,2,3,2,1,5,,,,,,,,,
7600988,3,2,4,4,8,5,1,2,,,,,,,,,
7600989,2,1,1,3,10,1,1,1,,,,,,,,,
7600990,6,6,6,3,7,8,4,7,,,,,,,,,
7600991,4,2,3,8,10,8,1,1,,,,,,,,,
7600992,3,3,1,10,10,1,1,1,,,,,,,,,
7600993,2,2,2,7,2,5,5,7,,,,,,,,,
7600995,2,3,2,3,6,5,2,3,,,,,,,,,
7600996,1,1,2,4,5,1,4,2,,,,,,,,,
7600997,2,1,1,10,5,1,3,1,,,,,,,,,
7600998,1,2,1,1,1,1,2,6,,,,,,,,,
7600999,2,2,1,10,6,1,1,1,,,,,,,,,
7601000,3,1,4,8,9,2,1,1,,,,,,,,,
7601001,3,3,4,9,8,2,2,1,,,,,,,,,
7601002,4,3,2,10,9,1,1,1,,,,,,,,,
7601003,1,3,1,6,4,4,2,2,,,,,,,,,
7601004,5,5,4,10,8,2,4,2,,,,,,,,,
7601005,5,4,6,6,6,7,5,7,,,,,,,,,
7601006,1,3,1,4,4,1,1,3,,,,,,,,,
7601007,4,5,3,3,9,3,1,2,,,,,,,,,
7601008,4,3,4,9,7,4,1,4,,,,,,,,,
7601009,4,4,3,5,8,7,2,3,,,,,,,,,
7601010,2,1,2,8,8,5,1,2,,,,,,,,,
7601011,6,7,7,3,5,7,4,7,,,,,,,,,
7601012,1,2,1,1,1,3,2,2,,,,,,,,,
7601013,2,1,3,7,8,4,2,1,,,,,,,,,
7601014,5,6,5,5,2,3,4,7,,,,,,,,,
7601015,2,2,2,9,5,2,2,1,,,,,,,,,
7601016,3,3,1,8,8,3,1,1,,,,,,,,,
7601017,3,3,2,8,8,4,1,1,,,,,,,,,
7601018,5,4,3,8,9,4,4,1,,,,,,,,,
7601019,6,6,3,5,7,10,4,2,,,,,,,,,
7601020,2,1,2,1,8,1,4,1,,,,,,,,,
7601021,7,5,7,4,8,9,8,6,,,,,,,,,
7601022,2,1,3,8,8,1,2,1,,,,,,,,,
7601023,1,1,1,5,4,1,1,8,,,,,,,,,
7601024,3,3,2,8,8,2,2,1,,,,,,,,,
7601025,4,2,6,5,8,4,3,1,,,,,,,,,
7601026,3,2,2,10,9,1,2,1,,,,,,,,,
7601027,7,9,6,8,9,6,2,1,,,,,,,,,
7601028,6,8,4,8,10,4,3,1,,,,,,,,,
7601029,1,3,1,3,2,1,1,3,,,,,,,,,
7601030,1,1,2,1,4,4,1,6,,,,,,,,,
7601031,6,6,6,9,9,7,3,2,,,,,,,,,
7601032,5,3,2,10,9,8,1,1,,,,,,,,,
7601034,5,5,5,9,9,3,4,1,,,,,,,,,
7601035,1,1,1,10,5,1,1,3,,,,,,,,,
7601036,9,8,8,10,10,2,7,8,,,,,,,,,
7601037,4,1,5,4,6,7,3,6,,,,,,,,,
7601038,4,4,4,7,6,7,2,3,,,,,,,,,
7601039,2,2,2,3,8,2,4,2,,,,,,,,,
7601040,1,3,1,5,6,3,1,3,,,,,,,,,
7601041,3,3,2,4,10,2,2,1,,,,,,,,,
7601042,6,3,3,10,8,10,2,2,,,,,,,,,
7601043,1,1,2,3,5,1,1,4,,,,,,,,,
7601044,1,1,1,10,3,3,1,2,,,,,,,,,
7601045,1,1,1,5,1,3,3,4,,,,,,,,,
7601046,6,2,5,5,8,10,4,1,,,,,,,,,
7601047,1,2,1,7,3,1,3,3,,,,,,,,,
7601048,4,3,3,10,7,6,3,7,,,,,,,,,
7601049,1,1,1,1,2,2,1,8,,,,,,,,,
7601050,3,2,5,3,3,3,4,8,,,,,,,,,
7601051,6,5,6,6,9,6,3,2,,,,,,,,,
7601052,3,2,4,1,9,1,3,1,,,,,,,,,
7601053,7,3,7,10,9,9,6,3,,,,,,,,,
7601054,4,4,5,3,6,6,4,5,,,,,,,,,
7601055,1,3,2,1,3,3,1,7,,,,,,,,,
7601058,5,5,5,7,8,8,2,2,,,,,,,,,
7601059,3,3,4,3,7,3,2,6,,,,,,,,,
7601060,5,6,3,10,5,8,2,2,,,,,,,,,
7601061,2,4,3,4,4,4,2,3,,,,,,,,,
7601062,7,7,7,6,9,8,4,4,,,,,,,,,
7601063,7,7,7,10,7,6,5,1,,,,,,,,,
7601064,5,3,6,6,7,7,5,5,,,,,,,,,
7601065,2,1,3,10,7,1,1,2,,,,,,,,,
7601067,1,2,1,2,2,4,1,2,,,,,,,,,
7601068,1,4,1,4,3,1,2,3,,,,,,,,,
7601069,3,4,2,10,8,3,1,1,,,,,,,,,
7601070,6,5,5,5,8,7,5,2,,,,,,,,,
7601071,3,4,3,8,7,1,2,1,,,,,,,,,
7601072,8,5,8,3,9,10,8,5,,,,,,,,,
7601073,2,1,2,7,8,1,1,2,,,,,,,,,
7601074,6,4,6,8,5,7,6,3,,,,,,,,,
7601075,3,4,2,8,6,3,2,3,,,,,,,,,
7601077,7,5,8,3,8,9,8,5,,,,,,,,,
7601078,3,5,3,10,6,2,1,3,,,,,,,,,
7601079,4,5,3,8,7,7,2,1,,,,,,,,,
7601080,8,8,7,10,9,7,5,1,,,,,,,,,
7601081,3,4,4,2,4,3,3,9,,,,,,,,,
7601082,3,2,2,9,8,3,1,2,,,,,,,,,
7601083,5,1,6,9,7,9,3,2,,,,,,,,,
7601084,1,1,2,2,3,3,1,5,,,,,,,,,
7601085,4,3,3,1,7,9,1,5,,,,,,,,,
7601086,3,1,4,6,6,6,4,2,,,,,,,,,
7601087,1,1,1,3,5,2,2,4,,,,,,,,,
7601088,1,1,2,2,5,3,1,5,,,,,,,,,
7601089,4,3,5,3,7,6,3,3,,,,,,,,,
7601090,9,8,10,7,10,10,9,5,,,,,,,,,
7601091,8,6,7,6,10,9,9,2,,,,,,,,,
7601092,10,9,10,6,10,10,10,3,,,,,,,,,
7601093,7,7,8,10,9,7,2,2,,,,,,,,,
7601094,2,1,3,6,6,4,2,5,,,,,,,,,
7601095,1,2,1,3,1,1,1,6,,,,,,,,,
7601096,1,1,2,2,2,3,5,8,,,,,,,,,
7601097,8,8,8,6,9,8,5,2,,,,,,,,,
7601098,8,8,9,6,9,8,8,6,,,,,,,,,
7601099,4,2,5,2,7,8,1,4,,,,,,,,,
7601100,1,1,1,4,2,1,3,6,,,,,,,,,
7601101,10,9,10,8,10,10,10,3,,,,,,,,,
7601102,1,1,1,6,4,1,1,3,,,,,,,,,
7601103,7,7,6,8,9,8,7,3,,,,,,,,,
7601104,2,4,1,8,4,2,1,5,,,,,,,,,
7601105,1,2,1,5,1,1,1,3,,,,,,,,,
7601106,6,7,6,4,7,7,5,2,,,,,,,,,
7601107,10,8,9,7,10,10,10,2,,,,,,,,,
7601108,6,5,6,7,8,8,5,1,,,,,,,,,
7601109,1,2,2,1,1,3,3,8,,,,,,,,,
7601110,1,1,2,6,8,1,2,3,,,,,,,,,
7601111,3,2,3,4,7,6,2,3,,,,,,,,,
7601112,9,8,9,5,10,8,9,1,,,,,,,,,
7601113,7,7,7,5,8,8,6,5,,,,,,,,,
7601114,8,7,7,5,8,8,8,4,,,,,,,,,
7601115,2,4,1,2,6,3,2,4,,,,,,,,,
7601116,1,1,2,1,5,3,1,6,,,,,,,,,
7601117,10,9,9,5,10,10,10,1,,,,,,,,,
7601118,10,8,10,5,10,10,10,3,,,,,,,,,
7601119,1,3,1,4,3,2,2,5,,,,,,,,,
7601120,1,1,1,1,2,1,1,4,,,,,,,,,
7601121,5,2,5,8,7,10,1,5,,,,,,,,,
7601122,3,1,3,10,8,1,2,2,,,,,,,,,
7601123,9,7,8,10,10,9,9,1,,,,,,,,,
7601124,1,1,2,2,1,1,1,10,,,,,,,,,
7601125,9,9,9,7,10,9,9,1,,,,,,,,,
7601126,5,4,6,8,8,4,5,5,,,,,,,,,
7601127,2,2,1,6,7,1,2,2,,,,,,,,,
7601128,3,4,4,2,6,4,1,5,,,,,,,,,
7601129,10,9,10,8,10,10,9,4,,,,,,,,,
7601130,5,3,6,7,7,8,4,3,,,,,,,,,
7601131,8,8,7,4,9,8,7,5,,,,,,,,,
7601132,1,4,1,3,5,2,2,4,,,,,,,,,
7601133,3,4,5,1,3,1,5,9,,,,,,,,,
7601134,1,1,2,5,5,1,3,4,,,,,,,,,
7601135,10,8,10,7,10,10,10,1,,,,,,,,,
7601136,4,4,3,5,5,9,1,5,,,,,,,,,
7601137,2,1,2,9,8,3,1,1,,,,,,,,,
7601138,2,1,3,3,7,4,2,3,,,,,,,,,
7601139,1,1,1,5,2,1,2,2,,,,,,,,,
7601140,9,8,9,5,10,9,9,4,,,,,,,,,
7601141,4,6,4,2,2,4,5,8,,,,,,,,,
7601142,9,9,9,10,10,9,6,4,,,,,,,,,
7601143,3,6,3,5,5,5,1,2,,,,,,,,,
7601144,10,7,10,6,10,10,10,2,,,,,,,,,
7601145,3,3,2,10,7,5,2,1,,,,,,,,,
7601146,1,1,1,1,3,1,1,5,,,,,,,,,
7601147,2,3,4,1,4,4,2,5,,,,,,,,,
7601148,7,6,6,7,9,8,4,5,,,,,,,,,
7601149,1,1,3,1,1,5,1,4,,,,,,,,,
7601150,9,7,9,10,10,10,9,2,,,,,,,,,
7601151,7,8,8,7,8,6,4,3,,,,,,,,,
7601152,4,4,4,5,8,5,2,5,,,,,,,,,
7601153,3,5,1,5,5,6,3,5,,,,,,,,,
7601154,1,2,1,8,4,1,2,5,,,,,,,,,
7601155,7,5,7,5,8,8,5,3,,,,,,,,,
7601156,2,2,2,5,7,5,1,1,,,,,,,,,
7601157,1,2,2,3,2,1,2,4,,,,,,,,,
7601158,1,2,1,6,4,2,1,4,,,,,,,,,
7601160,10,9,9,5,10,10,9,3,,,,,,,,,
7601161,5,6,5,2,4,4,4,8,,,,,,,,,
7601162,4,2,3,10,7,5,4,1,,,,,,,,,
7601163,8,8,8,10,10,8,8,5,,,,,,,,,
7601164,8,9,8,7,8,7,8,9,,,,,,,,,
7601165,4,4,4,6,9,3,2,1,,,,,,,,,
7601166,1,1,2,2,3,7,1,4,,,,,,,,,
7601167,10,9,10,9,10,10,10,4,,,,,,,,,
7601168,7,6,7,3,7,9,7,6,,,,,,,,,
7601169,8,7,8,5,9,9,8,3,,,,,,,,,
7601170,1,2,3,2,5,2,2,1,,,,,,,,,
7601171,10,9,10,8,10,10,10,3,,,,,,,,,
7601172,10,10,10,5,10,10,10,2,,,,,,,,,
7601173,4,4,6,2,4,4,3,9,,,,,,,,,
7601174,1,2,1,3,4,1,1,5,,,,,,,,,
7601175,9,10,9,10,9,9,6,3,,,,,,,,,
7601176,1,1,1,7,2,2,4,5,,,,,,,,,
7601177,8,6,8,8,9,10,7,4,,,,,,,,,
7601178,5,5,5,8,9,4,2,2,,,,,,,,,
7601179,1,1,2,1,3,1,2,4,,,,,,,,,
7601180,1,1,1,3,3,1,3,5,,,,,,,,,
7601181,10,9,10,7,10,10,9,4,,,,,,,,,
7601182,9,9,9,6,10,9,8,4,,,,,,,,,
7601183,4,2,3,10,7,7,2,1,,,,,,,,,
7601184,2,5,2,3,2,1,1,6,,,,,,,,,
7601185,10,9,10,10,10,10,10,1,,,,,,,,,
7601186,9,8,8,9,10,10,9,5,,,,,,,,,
7601187,3,6,2,6,6,2,3,1,,,,,,,,,
7601188,10,9,10,5,10,10,9,2,,,,,,,,,
7601189,1,2,1,3,2,5,1,6,,,,,,,,,
7601190,1,2,1,8,5,3,1,5,,,,,,,,,
7601191,1,3,1,5,5,2,1,5,,,,,,,,,
7601192,10,9,9,6,10,10,9,3,,,,,,,,,
7601193,4,3,6,1,5,3,4,9,,,,,,,,,
7601194,1,2,2,1,3,1,1,5,,,,,,,,,
7601195,10,8,9,4,10,10,10,3,,,,,,,,,
7601196,9,9,9,4,9,9,9,4,,,,,,,,,
7601197,1,3,1,5,2,1,1,5,,,,,,,,,
7601198,2,5,2,2,2,2,2,5,,,,,,,,,
7601199,3,3,2,10,7,1,1,4,,,,,,,,,
7601200,9,7,8,7,10,10,9,2,,,,,,,,,
7601201,10,8,10,4,10,10,10,3,,,,,,,,,
7601202,2,2,5,7,2,2,2,8,,,,,,,,,
7601203,8,4,6,3,10,10,9,4,,,,,,,,,
7601204,8,4,7,4,10,9,9,3,,,,,,,,,
7601205,5,5,5,9,6,5,2,2,,,,,,,,,
7601206,1,2,2,4,3,3,1,3,,,,,,,,,
7601209,10,9,10,6,10,9,10,2,,,,,,,,,
7601210,8,8,8,8,9,9,8,5,,,,,,,,,
7601211,1,1,1,5,2,2,1,7,,,,,,,,,
7601212,10,9,9,5,10,10,10,1,,,,,,,,,
7601213,10,9,10,4,10,10,10,3,,,,,,,,,
7601214,1,1,1,6,1,1,1,6,,,,,,,,,
7601215,10,10,9,5,10,10,8,3,,,,,,,,,
7601216,2,2,1,4,1,8,2,6,,,,,,,,,
7601217,7,6,7,10,9,8,5,6,,,,,,,,,
7601218,10,7,10,6,10,10,9,4,,,,,,,,,
7601219,2,3,2,8,5,2,1,5,,,,,,,,,
7601220,3,4,3,5,5,5,3,2,,,,,,,,,
7601221,4,6,2,9,8,5,2,2,,,,,,,,,
7601222,4,5,3,3,7,9,1,4,,,,,,,,,
7601223,3,3,3,10,8,2,2,4,,,,,,,,,
7601224,1,1,1,8,4,4,2,7,,,,,,,,,
7601225,4,4,4,3,3,4,5,9,,,,,,,,,
7601226,10,8,10,6,10,10,10,5,,,,,,,,,
7601227,9,9,8,3,10,10,9,2,,,,,,,,,
7601228,9,8,9,4,10,9,9,1,,,,,,,,,
7601229,5,1,2,1,5,10,1,4,,,,,,,,,
7601230,9,9,9,6,10,10,9,4,,,,,,,,,
7601231,10,10,10,6,9,9,9,5,,,,,,,,,
7601232,3,3,4,7,7,5,2,4,,,,,,,,,
7601233,3,5,2,5,6,7,2,5,,,,,,,,,
7601234,9,5,9,2,10,10,8,2,,,,,,,,,
7601235,1,1,1,3,2,3,1,4,,,,,,,,,
7601236,6,5,7,5,6,3,7,10,,,,,,,,,
7601237,1,2,1,5,3,3,2,7,,,,,,,,,
7601238,10,8,10,6,10,10,10,2,,,,,,,,,
7601239,1,1,1,6,5,3,1,5,,,,,,,,,
7601240,3,2,3,6,6,6,2,3,,,,,,,,,
7601241,3,3,4,7,8,3,1,3,,,,,,,,,
7601242,9,4,9,4,10,10,9,3,,,,,,,,,
7601243,10,9,8,2,10,10,10,4,,,,,,,,,
7601244,9,7,9,5,10,10,10,2,,,,,,,,,
7601245,9,7,8,6,10,10,8,2,,,,,,,,,
7601246,2,3,3,6,6,5,2,4,,,,,,,,,
7601247,10,9,10,9,10,10,9,2,,,,,,,,,
7601248,2,3,2,6,5,2,2,5,,,,,,,,,
7601249,9,7,9,4,10,10,10,4,,,,,,,,,
7601250,5,7,4,3,6,4,3,6,,,,,,,,,
7601251,3,4,2,3,3,8,1,4,,,,,,,,,
7601252,1,1,1,1,1,1,1,5,,,,,,,,,
7601253,4,5,3,7,7,4,3,4,,,,,,,,,
7601254,10,9,10,4,10,10,9,4,,,,,,,,,
7601255,10,10,10,7,10,10,9,2,,,,,,,,,
7601256,9,8,9,6,10,10,10,2,,,,,,,,,
7601257,5,5,6,4,9,3,2,4,,,,,,,,,
7601259,10,10,10,7,10,10,10,2,,,,,,,,,
7601260,6,5,3,9,7,8,4,8,,,,,,,,,
7601261,2,2,2,5,2,6,1,6,,,,,,,,,
7601262,7,6,5,10,9,9,6,6,,,,,,,,,
7601263,8,9,7,6,8,9,6,7,,,,,,,,,
7601264,2,1,2,2,6,4,1,7,,,,,,,,,
7601265,8,7,8,5,9,8,7,6,,,,,,,,,
7601266,10,10,9,9,10,9,7,5,,,,,,,,,
7601267,8,7,7,8,10,8,6,5,,,,,,,,,
7601268,2,2,3,4,8,2,2,3,,,,,,,,,
7601269,8,6,7,6,10,10,9,5,,,,,,,,,
7601270,5,3,5,9,9,7,3,5,,,,,,,,,
7601271,2,2,2,7,5,6,2,5,,,,,,,,,
7601272,10,8,10,5,10,10,9,1,,,,,,,,,
7601273,10,9,10,10,10,10,10,5,,,,,,,,,
7601274,3,3,4,3,6,5,1,6,,,,,,,,,
7601275,9,7,8,2,10,10,8,2,,,,,,,,,
7601276,9,5,9,9,10,10,7,1,,,,,,,,,
7601277,3,1,3,10,6,5,1,7,,,,,,,,,
7601278,7,6,8,3,10,6,7,4,,,,,,,,,
7601279,9,8,9,5,10,10,7,4,,,,,,,,,
7601280,6,6,5,7,10,8,3,4,,,,,,,,,
7601281,6,3,6,7,9,7,5,4,,,,,,,,,
7601282,7,5,6,7,9,8,6,4,,,,,,,,,
7601283,4,6,4,3,4,3,5,9,,,,,,,,,
7601284,1,2,1,5,3,2,1,5,,,,,,,,,
7601285,8,7,8,3,9,9,6,2,,,,,,,,,
7601286,5,1,6,7,9,7,4,5,,,,,,,,,
7601287,5,1,5,9,9,7,4,4,,,,,,,,,
7601288,1,1,1,6,3,1,1,5,,,,,,,,,
7601289,3,4,1,10,6,1,2,6,,,,,,,,,
7601290,3,1,1,3,1,10,6,6,,,,,,,,,
7601291,8,7,8,4,9,8,9,3,,,,,,,,,
7601292,2,1,2,6,4,5,1,5,,,,,,,,,
7601293,8,7,8,6,9,8,7,2,,,,,,,,,
7601294,5,3,6,5,9,5,3,4,,,,,,,,,
7601295,9,6,9,8,10,10,7,1,,,,,,,,,
7601296,10,9,9,9,10,10,8,3,,,,,,,,,
7601297,6,4,6,6,9,7,4,4,,,,,,,,,
7601298,3,3,3,8,7,5,2,5,,,,,,,,,
7601299,9,8,8,5,10,10,8,5,,,,,,,,,
7601300,3,4,3,4,3,4,6,9,,,,,,,,,
7601301,4,7,4,2,9,1,1,6,,,,,,,,,
7601302,9,7,8,5,10,10,9,4,,,,,,,,,
7601303,7,7,7,9,9,7,4,3,,,,,,,,,
7601304,2,2,2,6,4,5,1,5,,,,,,,,,
7601305,1,2,1,3,4,2,1,5,,,,,,,,,
7601306,10,10,9,9,10,10,9,2,,,,,,,,,
7601307,2,5,2,3,2,2,1,4,,,,,,,,,
7601308,5,4,5,6,9,7,6,3,,,,,,,,,
7601309,8,5,8,6,9,10,6,1,,,,,,,,,
7601310,9,8,8,8,10,8,9,2,,,,,,,,,
7601311,9,7,9,5,10,9,9,5,,,,,,,,,
7601312,9,9,9,8,10,10,8,3,,,,,,,,,
7601313,6,4,6,7,10,5,4,3,,,,,,,,,
7601314,7,6,6,6,10,6,6,2,,,,,,,,,
7601315,9,8,9,7,10,9,8,3,,,,,,,,,
7601316,1,2,1,8,3,3,1,6,,,,,,,,,
7601318,8,8,7,9,10,8,6,3,,,,,,,,,
7601319,2,2,1,9,3,4,1,6,,,,,,,,,
7601320,10,9,9,10,10,10,8,1,,,,,,,,,
7601321,2,4,2,6,5,2,2,6,,,,,,,,,
7601322,1,1,1,1,1,3,1,6,,,,,,,,,
7601323,8,4,5,10,9,10,6,2,,,,,,,,,
7601324,8,7,8,4,10,10,7,3,,,,,,,,,
7601325,10,10,10,9,10,10,9,3,,,,,,,,,
7601326,8,6,9,8,9,8,7,6,,,,,,,,,
7601327,1,1,3,7,2,1,1,7,,,,,,,,,
7601328,8,5,8,6,10,9,6,2,,,,,,,,,
7601329,8,8,7,7,10,9,6,2,,,,,,,,,
7601330,1,2,1,3,3,3,1,5,,,,,,,,,
7601331,8,8,8,6,10,8,6,3,,,,,,,,,
7601332,2,3,1,3,5,6,1,6,,,,,,,,,
7601333,8,7,7,7,10,8,9,4,,,,,,,,,
7601334,1,1,1,1,2,1,2,6,,,,,,,,,
7601335,10,10,10,10,10,10,10,1,,,,,,,,,
7601336,9,10,8,10,10,9,6,2,,,,,,,,,
7601337,8,6,8,10,9,9,7,5,,,,,,,,,
7601338,1,1,2,5,6,4,1,6,,,,,,,,,
7601339,8,7,8,9,10,8,8,2,,,,,,,,,
7601340,10,10,10,10,10,9,8,1,,,,,,,,,
7601341,8,4,8,9,10,9,7,3,,,,,,,,,
7601342,1,1,1,3,2,1,1,4,,,,,,,,,
7601343,10,9,10,10,10,6,9,6,,,,,,,,,
7601344,7,3,7,8,10,7,8,4,,,,,,,,,
7601345,3,3,4,3,8,4,1,5,,,,,,,,,
7601346,1,3,1,4,1,2,1,4,,,,,,,,,
7601347,1,4,1,5,2,2,1,4,,,,,,,,,
7601348,5,3,4,9,9,5,5,2,,,,,,,,,
7601349,1,3,1,8,4,3,1,4,,,,,,,,,
7601350,10,9,10,9,10,8,9,1,,,,,,,,,
7601351,10,8,10,6,10,10,9,2,,,,,,,,,
7601352,8,8,7,9,9,8,6,4,,,,,,,,,
7601353,8,6,8,5,10,9,6,3,,,,,,,,,
7601354,7,6,6,10,9,9,5,3,,,,,,,,,
7601355,9,8,9,10,9,10,8,4,,,,,,,,,
7601356,3,2,3,8,8,5,4,3,,,,,,,,,
7601357,7,4,7,9,9,7,7,1,,,,,,,,,
7601359,6,3,7,7,10,6,2,5,,,,,,,,,
7601360,7,6,6,6,10,10,5,4,,,,,,,,,
7601361,8,6,9,9,10,6,7,1,,,,,,,,,
7601362,9,9,10,9,9,9,9,1,,,,,,,,,
7601363,10,9,10,10,10,9,8,1,,,,,,,,,
7601364,5,4,6,6,8,4,3,3,,,,,,,,,
7601365,4,1,4,9,9,5,3,2,,,,,,,,,
7601366,1,3,1,4,1,1,1,5,,,,,,,,,
7601367,6,3,6,9,10,8,4,2,,,,,,,,,
7601368,8,7,7,6,9,9,6,4,,,,,,,,,
7601369,1,1,1,6,3,2,1,4,,,,,,,,,
7601370,10,9,9,9,10,9,10,3,,,,,,,,,
7601371,6,3,6,8,5,10,5,6,,,,,,,,,
7601372,8,5,8,9,10,8,7,1,,,,,,,,,
7601373,9,10,8,10,10,7,5,2,,,,,,,,,
7601375,4,1,3,8,8,7,5,3,,,,,,,,,
7601376,9,9,9,5,10,10,9,3,,,,,,,,,
7601377,7,3,6,10,9,9,6,4,,,,,,,,,
7601378,9,8,9,8,10,8,9,1,,,,,,,,,
7601379,1,3,1,4,1,5,1,4,,,,,,,,,
7601380,10,9,10,7,10,10,10,3,,,,,,,,,
7601381,8,8,7,6,10,8,9,6,,,,,,,,,
7601382,7,5,6,10,9,8,4,1,,,,,,,,,
7601383,7,6,7,8,9,9,6,3,,,,,,,,,
7601384,9,10,9,7,10,9,8,2,,,,,,,,,
7601385,10,7,10,8,10,10,9,5,,,,,,,,,
7601386,1,3,1,1,3,2,1,6,,,,,,,,,
7601387,6,5,7,8,9,6,5,1,,,,,,,,,
7601388,1,1,1,4,2,4,1,5,,,,,,,,,
7601389,7,6,7,10,9,8,6,1,,,,,,,,,
7601391,9,8,9,9,10,9,6,2,,,,,,,,,
7601392,8,7,8,4,9,8,9,6,,,,,,,,,
7601393,8,8,8,10,10,8,6,1,,,,,,,,,
7601394,10,10,10,7,10,10,9,4,,,,,,,,,
7601395,10,9,10,6,10,9,8,3,,,,,,,,,
7601396,9,9,8,7,10,9,9,4,,,,,,,,,
7601397,6,5,6,9,9,6,6,1,,,,,,,,,
7601398,10,10,10,4,10,10,10,7,,,,,,,,,
7601399,10,8,10,7,10,10,10,2,,,,,,,,,
7601401,9,7,10,7,10,8,8,5,,,,,,,,,
7601402,8,9,8,10,9,7,6,2,,,,,,,,,
7601403,10,10,10,7,10,10,10,7,,,,,,,,,
7601404,1,1,1,5,2,2,1,4,,,,,,,,,
7601405,6,5,6,10,9,6,4,2,,,,,,,,,
7601406,1,1,1,6,5,4,1,3,,,,,,,,,
7601407,7,5,7,8,9,8,7,3,,,,,,,,,
7601408,10,10,10,10,10,9,9,1,,,,,,,,,
7601409,9,9,9,8,10,10,9,5,,,,,,,,,
7601410,10,9,10,9,10,10,10,4,,,,,,,,,
7601411,9,9,10,7,9,8,10,6,,,,,,,,,
7601412,9,8,9,6,10,9,9,7,,,,,,,,,
7601413,8,5,5,5,8,10,7,3,,,,,,,,,
7601414,6,6,6,9,8,5,5,1,,,,,,,,,
7601415,6,5,6,6,7,8,6,3,,,,,,,,,
7601416,10,10,10,8,10,10,10,3,,,,,,,,,
7601417,9,9,9,9,10,9,8,1,,,,,,,,,
7601418,1,3,1,2,2,1,1,5,,,,,,,,,
7601419,4,7,3,8,4,2,3,8,,,,,,,,,
7601420,7,6,7,9,9,7,5,1,,,,,,,,,
7601421,10,10,10,8,10,9,10,1,,,,,,,,,
7601422,7,6,7,7,9,7,4,2,,,,,,,,,
7601423,8,7,9,7,9,9,8,5,,,,,,,,,
7601424,1,1,1,6,3,2,1,4,,,,,,,,,
7601425,10,10,10,8,10,10,10,1,,,,,,,,,
7601426,9,8,9,10,9,10,4,4,,,,,,,,,
7601427,10,10,9,7,10,10,9,7,,,,,,,,,
7601428,10,10,10,9,10,10,10,1,,,,,,,,,
7601429,10,10,10,8,10,10,10,1,,,,,,,,,
7601430,2,4,1,5,4,4,2,1,,,,,,,,,
7601431,10,7,10,7,10,10,10,3,,,,,,,,,
7601432,10,10,10,7,10,10,10,1,,,,,,,,,
7601433,7,7,8,6,9,6,3,1,,,,,,,,,
7601434,10,10,10,9,10,10,10,1,,,,,,,,,
7601435,10,10,10,9,10,10,10,1,,,,,,,,,
7601436,10,10,9,9,10,10,9,2,,,,,,,,,
7601437,3,1,1,3,2,10,1,5,,,,,,,,,
7601438,9,7,8,10,9,10,5,1,,,,,,,,,
7601439,7,8,7,8,8,7,4,1,,,,,,,,,
7601440,10,9,10,6,10,10,9,2,,,,,,,,,
7601441,10,10,10,9,10,10,10,1,,,,,,,,,
7601442,9,9,9,6,10,10,9,1,,,,,,,,,
7601443,10,9,10,7,10,10,9,2,,,,,,,,,
7601444,5,3,5,9,9,5,4,5,,,,,,,,,
7601445,9,9,9,8,9,9,10,5,,,,,,,,,
7601446,10,8,9,8,10,10,10,1,,,,,,,,,
7601447,5,3,5,4,8,4,7,8,,,,,,,,,
7601448,1,3,1,2,1,5,1,4,,,,,,,,,
7601449,10,7,10,10,10,9,10,1,,,,,,,,,
7601450,8,6,8,10,10,9,6,1,,,,,,,,,
7601451,8,7,8,10,8,9,7,2,,,,,,,,,
7601452,10,10,10,7,10,10,9,1,,,,,,,,,
7601453,10,9,10,8,10,10,10,1,,,,,,,,,
7601454,9,7,9,3,10,10,9,2,,,,,,,,,
7601455,8,8,6,10,9,8,4,1,,,,,,,,,
7601456,10,10,10,10,10,9,9,1,,,,,,,,,
7601457,7,5,7,9,9,8,7,1,,,,,,,,,
7601458,5,2,5,7,8,8,3,2,,,,,,,,,
7601459,2,4,1,8,3,2,1,6,,,,,,,,,
7601460,10,9,10,6,10,10,10,2,,,,,,,,,
7601461,7,3,8,10,10,8,4,3,,,,,,,,,
7601462,7,4,7,7,9,8,7,1,,,,,,,,,
7601463,10,10,10,5,10,10,10,1,,,,,,,,,
7601464,9,8,9,6,10,9,9,5,,,,,,,,,
7601465,6,6,6,2,9,6,7,3,,,,,,,,,
7601466,10,10,10,6,10,10,10,1,,,,,,,,,
7601467,5,5,5,7,8,4,6,4,,,,,,,,,
7601469,8,6,7,10,8,8,8,1,,,,,,,,,
7601470,1,1,1,1,2,5,1,3,,,,,,,,,
7601471,8,8,8,9,10,8,7,1,,,,,,,,,
7601472,1,2,1,2,1,2,2,5,,,,,,,,,
7601473,4,6,4,3,3,6,3,4,,,,,,,,,
7601474,9,10,9,9,10,8,7,3,,,,,,,,,
7601475,10,10,10,6,10,10,10,2,,,,,,,,,
7601476,10,10,10,5,10,10,10,2,,,,,,,,,
7601477,1,2,1,5,3,2,1,5,,,,,,,,,
7601478,10,10,10,8,10,10,10,1,,,,,,,,,
7601479,8,6,8,9,10,8,7,1,,,,,,,,,
7601480,9,8,9,4,10,9,10,2,,,,,,,,,
7601481,1,2,3,5,1,3,2,2,,,,,,,,,
